,Price,Kilometres,Year,Age of Car
5902,19990,42688,2019.0,5.0
5903,28873,15967,2021.0,3.0
5904,12998,134694,2013.0,11.0
5905,22999,48170,2019.0,5.0
5906,43530,42680,2017.0,7.0
5907,22999,37149,2017.0,7.0
5908,31966,84624,2018.0,6.0
5909,28868,51897,2020.0,4.0
5910,33990,48244,2019.0,5.0
5911,25800,76115,2020.0,4.0
5912,18690,104878,2014.0,10.0
5913,15977,64764,2018.0,6.0
5914,16990,135500,2013.0,11.0
5915,32990,35612,2020.0,4.0
5916,54850,27328,2020.0,4.0
5917,26888,131301,2017.0,7.0
5918,39780,94671,2019.0,5.0
5919,17990,86573,2018.0,6.0
5920,38888,15389,2021.0,3.0
5921,48990,51961,2020.0,4.0
5922,47990,56995,2019.0,5.0
5923,87590,- / -,2023.0,1.0
5924,23998,147446,2018.0,6.0
5925,35990,148223,2017.0,7.0
5926,27990,173700,2015.0,9.0
5927,30990,65746,2016.0,8.0
5928,20490,43664,2020.0,4.0
5929,24990,41255,2019.0,5.0
5930,13990,154124,2016.0,8.0
5931,16388,115923,2018.0,6.0
5932,24990,54300,2019.0,5.0
5933,32990,4451,2022.0,2.0
5934,35888,49666,2019.0,5.0
5935,29999,77705,2019.0,5.0
5936,22990,16200,2021.0,3.0
5937,23500,86000,2018.0,6.0
5938,21990,134686,2012.0,12.0
5939,25490,54036,2020.0,4.0
5940,14995,208173,2010.0,14.0
5941,18990,74263,2018.0,6.0
5942,9999,96500,2008.0,16.0
5943,36950,27258,2021.0,3.0
5944,24990,59039,2020.0,4.0
5945,23800,91851,2018.0,6.0
5946,26495,79340,2018.0,6.0
5947,25990,102468,2017.0,7.0
5948,28988,15729,2020.0,4.0
5949,21990,60638,2019.0,5.0
5950,42990,48132,2019.0,5.0
5951,35900,81285,2016.0,8.0
5952,29900,29471,2020.0,4.0
5953,19999,106000,2014.0,10.0
5954,25490,40029,2015.0,9.0
5955,23980,54177,2020.0,4.0
5956,26990,65374,2018.0,6.0
5957,17995,195013,2013.0,11.0
5958,26888,77936,2017.0,7.0
5959,9990,135130,2012.0,12.0
5960,21990,227522,2016.0,8.0
5961,12990,140010,2010.0,14.0
5962,22990,14275,2020.0,4.0
5963,5499,175709,2007.0,17.0
5964,11990,113171,2013.0,11.0
5965,39990,53355,2019.0,5.0
5966,29990,63776,2019.0,5.0
5967,18988,16057,2020.0,4.0
5968,23950,150088,2017.0,7.0
5969,24880,102860,2017.0,7.0
5970,25990,46072,2020.0,4.0
5971,33680,94417,2018.0,6.0
5972,22888,44161,2020.0,4.0
5973,18995,138550,2016.0,8.0
5974,24990,61388,2019.0,5.0
5975,39990,60323,2020.0,4.0
5976,26990,183001,2018.0,6.0
5977,19990,28204,2017.0,7.0
5978,5999,282390,2010.0,14.0
5979,21990,54739,2019.0,5.0
5980,19900,42664,2018.0,6.0
5981,23980,57101,2020.0,4.0
5982,47990,21753,2019.0,5.0
5983,21990,84741,2017.0,7.0
5984,18990,105715,2018.0,6.0
5985,22990,252114,2015.0,9.0
5986,27990,100074,2020.0,4.0
5987,69990,777,2023.0,1.0
5988,33990,28668,2020.0,4.0
5989,23980,68709,2020.0,4.0
5990,30980,81254,2019.0,5.0
5991,25490,53644,2020.0,4.0
5992,25990,19158,2018.0,6.0
5993,33990,62921,2019.0,5.0
5994,31980,92993,2018.0,6.0
5995,4990,351894,2008.0,16.0
5996,33967,5480,2021.0,3.0
5997,10990,68913,2013.0,11.0
5998,33888,12823,2020.0,4.0
5999,52888,6455,2022.0,2.0
6000,24950,210093,2015.0,9.0
6001,21849,180837,2016.0,8.0
6002,115043,-,2023.0,1.0
6003,37290,22857,2022.0,2.0
6004,25750,47000,2020.0,4.0
6005,55888,20451,2021.0,3.0
6006,16990,90137,2018.0,6.0
6007,21990,163866,2016.0,8.0
6008,65580,- / -,2023.0,1.0
6009,32999,58927,2020.0,4.0
6010,21888,114568,2015.0,9.0
6011,18490,49000,2018.0,6.0
6012,18990,65027,2019.0,5.0
6013,38990,41552,2021.0,3.0
6014,31990,35448,2021.0,3.0
6015,32990,91102,2018.0,6.0
6016,46990,44012,2018.0,6.0
6017,23977,48800,2020.0,4.0
6018,54950,55696,2019.0,5.0
6019,28999,78572,2018.0,6.0
6020,19868,14334,2020.0,4.0
6021,35990,39875,2021.0,3.0
6022,11990,126958,2011.0,13.0
6023,41990,93723,2019.0,5.0
6024,26868,47908,2020.0,4.0
6025,20999,58762,2019.0,5.0
6026,24990,246117,2017.0,7.0
6027,28980,53303,2020.0,4.0
6028,18990,154623,2019.0,5.0
6029,40490,35177,2020.0,4.0
6030,7986,109417,2010.0,14.0
6031,25990,98379,2018.0,6.0
6032,20999,113640,2014.0,10.0
6033,19987,19296,2022.0,2.0
6034,56888,85098,2019.0,5.0
6035,54990,14699,2021.0,3.0
6036,23990,48730,2021.0,3.0
6037,23900,202843,2017.0,7.0
6038,27930,12376,2020.0,4.0
6039,13990,148482,2012.0,12.0
6040,56990,32041,2019.0,5.0
6041,28990,59777,2019.0,5.0
6042,7200,168737,2008.0,16.0
6043,28999,84569,2019.0,5.0
6044,26990,92723,2019.0,5.0
6045,29990,82206,2017.0,7.0
6046,40990,80485,2020.0,4.0
6047,21488,53284,2017.0,7.0
6048,66460,- / -,2023.0,1.0
6049,12913,142277,2011.0,13.0
6050,48990,30910,2021.0,3.0
6051,22999,60590,2019.0,5.0
6052,21990,49146,2019.0,5.0
6053,36878,86802,2020.0,4.0
6054,72590,- / -,2023.0,1.0
6055,42990,71001,2018.0,6.0
6056,32999,76213,2018.0,6.0
6057,41990,54748,2020.0,4.0
6058,33990,34692,2020.0,4.0
6059,25490,50802,2020.0,4.0
6060,28990,23345,2021.0,3.0
6061,32990,29678,2022.0,2.0
6062,30999,86489,2019.0,5.0
6063,5950,194000,2005.0,19.0
6064,52999,3202,2022.0,2.0
6065,9990,142588,2012.0,12.0
6066,23490,27333,2017.0,7.0
6067,41888,5860,2022.0,2.0
6068,29800,67770,2018.0,6.0
6069,24990,57917,2019.0,5.0
6070,12999,218166,2010.0,14.0
6071,16800,94423,2016.0,8.0
6072,19991,155953,2015.0,9.0
6073,19690,- / -,2023.0,1.0
6074,23999,49500,2020.0,4.0
6075,14990,121371,2014.0,10.0
6076,30950,145589,2020.0,4.0
6077,32998,29921,2018.0,6.0
6078,21777,47325,2018.0,6.0
6079,28945,7361,2022.0,2.0
6080,41990,94151,2019.0,5.0
6081,35800,20486,2022.0,2.0
6082,10995,146495,2012.0,12.0
6083,18880,107811,2016.0,8.0
6084,53999,52500,2019.0,5.0
6085,26995,44859,2020.0,4.0
6086,12999,178815,2015.0,9.0
6087,30990,66711,2020.0,4.0
6088,21990,105688,2015.0,9.0
6089,23998,34082,2021.0,3.0
6090,35888,34866,2021.0,3.0
6091,25490,50865,2020.0,4.0
6092,22750,27867,2021.0,3.0
6093,25490,50695,2020.0,4.0
6094,25490,53374,2020.0,4.0
6095,15986,115220,2014.0,10.0
6096,38990,56793,2020.0,4.0
6097,28388,42967,2020.0,4.0
6098,29900,39038,2020.0,4.0
6099,31990,94390,2016.0,8.0
6100,32988,77918,2016.0,8.0
6101,33990,58384,2019.0,5.0
6102,13990,79737,2016.0,8.0
6103,24999,25343,2019.0,5.0
6104,34990,98974,2019.0,5.0
6105,23888,73963,2019.0,5.0
6106,19990,87705,2017.0,7.0
6107,24990,105923,2015.0,9.0
6108,6850,191787,2010.0,14.0
6109,19990,211397,2017.0,7.0
6110,39999,14862,2022.0,2.0
6111,18990,68511,2015.0,9.0
6112,23980,26033,2021.0,3.0
6113,38988,63104,2019.0,5.0
6114,25490,53913,2020.0,4.0
6115,21955,99357,2016.0,8.0
6116,28730,58656,2021.0,3.0
6117,47990,41201,2019.0,5.0
6118,26980,57201,2020.0,4.0
6119,17999,35288,2017.0,7.0
6120,15413,153517,2010.0,14.0
6121,23980,59383,2020.0,4.0
6122,13990,188808,2014.0,10.0
6123,8880,194864,2009.0,15.0
6124,29868,42389,2020.0,4.0
6125,22990,118170,2015.0,9.0
6126,20990,29502,2018.0,6.0
6127,47950,88742,2020.0,4.0
6128,9900,189000,2007.0,17.0
6129,47800,60107,2021.0,3.0
6130,62490,23930,2021.0,3.0
6131,22350,42860,2020.0,4.0
6132,28999,21630,2019.0,5.0
6133,20990,135517,2014.0,10.0
6134,25490,54548,2020.0,4.0
6135,47990,51771,2021.0,3.0
6136,27990,19795,2021.0,3.0
6137,35950,57841,2019.0,5.0
6138,18990,177871,2015.0,9.0
6139,18990,87348,2015.0,9.0
6140,19868,24962,2021.0,3.0
6141,31990,36000,2020.0,4.0
6142,22977,74904,2020.0,4.0
6143,23990,120710,2018.0,6.0
6144,20990,29396,2018.0,6.0
6145,28990,16545,2022.0,2.0
6146,29900,38149,2020.0,4.0
6147,21997,60153,2020.0,4.0
6148,46990,8001,2021.0,3.0
6149,17351,111419,2013.0,11.0
6150,26990,94040,2016.0,8.0
6151,26999,37004,2020.0,4.0
6152,59999,4105,2022.0,2.0
6153,36990,92355,2016.0,8.0
6154,45980,59153,2018.0,6.0
6155,5940,309017,2005.0,19.0
6156,23988,55430,2020.0,4.0
6157,24998,33425,2021.0,3.0
6158,24850,99301,2016.0,8.0
6159,49888,77571,2019.0,5.0
6160,23977,49451,2020.0,4.0
6161,25490,94648,2018.0,6.0
6162,23977,46601,2020.0,4.0
6163,10990,132544,2011.0,13.0
6164,24950,44207,2017.0,7.0
6165,7450,217103,2009.0,15.0
6166,23888,51,2022.0,2.0
6167,56990,25006,2020.0,4.0
6168,34990,95734,2018.0,6.0
6169,38888,52608,2017.0,7.0
6170,18499,69835,2018.0,6.0
6171,12888,153204,2012.0,12.0
6172,22885,13017,2022.0,2.0
6173,11990,74153,2012.0,12.0
6174,29999,49215,2019.0,5.0
6175,16990,117179,2015.0,9.0
6176,42990,11261,2022.0,2.0
6177,23990,5150,2022.0,2.0
6178,6990,276650,2011.0,13.0
6179,22885,20254,2022.0,2.0
6180,22990,55889,2020.0,4.0
6181,41888,102745,2021.0,3.0
6182,29990,101578,2016.0,8.0
6183,48965,14710,2022.0,2.0
6184,36777,44446,2018.0,6.0
6185,37999,77685,2019.0,5.0
6186,20248,87519,2019.0,5.0
6187,31990,59764,2018.0,6.0
6188,21590,59785,2020.0,4.0
6189,22990,38689,2020.0,4.0
6190,21999,74736,2017.0,7.0
6191,33990,25243,2021.0,3.0
6192,22490,58860,2020.0,4.0
6193,17913,182740,2017.0,7.0
6194,44999,31687,2021.0,3.0
6195,57850,- / -,2023.0,1.0
6196,25490,56290,2020.0,4.0
6197,26990,2909,2022.0,2.0
6198,32999,59500,2017.0,7.0
6199,25290,- / -,2023.0,1.0
6200,25490,52385,2020.0,4.0
6201,20990,82345,2019.0,5.0
6202,35990,108764,2019.0,5.0
6203,36670,59823,2020.0,4.0
6204,24950,71397,2017.0,7.0
6205,5800,182057,2009.0,15.0
6206,28987,69559,2019.0,5.0
6207,43490,52140,2018.0,6.0
6208,59990,16794,2020.0,4.0
6209,34990,113825,2019.0,5.0
6210,23498,54992,2020.0,4.0
6211,27986,46098,2018.0,6.0
6212,81080,- / -,2023.0,1.0
6213,45990,59541,2020.0,4.0
6214,6990,217121,2010.0,14.0
6215,26999,71447,2017.0,7.0
6216,13990,105721,2011.0,13.0
6217,24990,48543,2019.0,5.0
6218,38950,75230,2015.0,9.0
6219,20490,67436,2015.0,9.0
6220,19990,18000,2021.0,3.0
6221,27999,64932,2018.0,6.0
6222,24950,59139,2020.0,4.0
6223,21888,52642,2020.0,4.0
6224,19990,143210,2015.0,9.0
6225,23990,132215,2017.0,7.0
6226,10990,71800,2009.0,15.0
6227,69950,9625,2022.0,2.0
6228,47990,41021,2021.0,3.0
6229,10950,191623,2013.0,11.0
6230,29480,60395,2021.0,3.0
6231,29888,33213,2021.0,3.0
6232,27990,43094,2021.0,3.0
6233,22990,77,2023.0,1.0
6234,49888,66682,2019.0,5.0
6235,53950,36285,2019.0,5.0
6236,31999,74402,2015.0,9.0
6237,20998,75517,2018.0,6.0
6238,29799,88285,2018.0,6.0
6239,9990,274000,2010.0,14.0
6240,22510,8500,2022.0,2.0
6241,62990,40605,2020.0,4.0
6242,25925,62655,2021.0,3.0
6243,16100,54076,2018.0,6.0
6244,23990,57235,2020.0,4.0
6245,20990,57216,2020.0,4.0
6246,27490,41519,2021.0,3.0
6247,15950,89432,2013.0,11.0
6248,26888,55629,2017.0,7.0
6249,57990,2653,2022.0,2.0
6250,27990,35666,2022.0,2.0
6251,25990,98761,2017.0,7.0
6252,21990,41599,2020.0,4.0
6253,18990,134154,2014.0,10.0
6254,23990,190435,2015.0,9.0
6255,41990,105124,2018.0,6.0
6256,21990,68050,2014.0,10.0
6257,56499,19845,2021.0,3.0
6258,25990,92112,2016.0,8.0
6259,13990,160000,2014.0,10.0
6260,49990,1473,2022.0,2.0
6261,16996,105920,2016.0,8.0
6262,14995,164785,2016.0,8.0
6263,24990,62563,2019.0,5.0
6264,26980,23205,2020.0,4.0
6265,38990,28216,2019.0,5.0
6266,36990,78121,2019.0,5.0
6267,21970,44523,2020.0,4.0
6268,38490,71743,2019.0,5.0
6269,64990,17121,2021.0,3.0
6270,73300,2635,2022.0,2.0
6271,24888,54995,2020.0,4.0
6272,24990,95217,2015.0,9.0
6273,8990,263675,2012.0,12.0
6274,21990,56651,2015.0,9.0
6275,48999,55840,2017.0,7.0
6276,57990,30738,2021.0,3.0
6277,21888,50588,2019.0,5.0
6278,42888,122545,2021.0,3.0
6279,13990,221000,2010.0,14.0
6280,39987,56264,2019.0,5.0
6281,22990,108541,2019.0,5.0
6282,20868,44619,2019.0,5.0
6283,13999,145934,2012.0,12.0
6284,27868,22967,2021.0,3.0
6285,22990,22976,2020.0,4.0
6286,25995,27620,2021.0,3.0
6287,10499,231137,2014.0,10.0
6288,34999,29890,2021.0,3.0
6289,20990,52408,2020.0,4.0
6290,45990,536,2022.0,2.0
6291,47705,109163,2018.0,6.0
6292,8990,197256,2012.0,12.0
6293,33280,84549,2019.0,5.0
6294,63340,8094,2021.0,3.0
6295,16990,180713,2014.0,10.0
6296,22950,170000,2017.0,7.0
6297,14995,123624,2015.0,9.0
6298,64990,12533,2021.0,3.0
6299,55888,19372,2020.0,4.0
6300,14888,88465,2013.0,11.0
6301,29990,59900,2019.0,5.0
6302,23990,47016,2018.0,6.0
6303,29990,189244,2015.0,9.0
6304,25990,26345,2022.0,2.0
6305,31990,88977,2019.0,5.0
6306,18750,82600,2018.0,6.0
6307,21999,176721,2015.0,9.0
6308,36990,32436,2022.0,2.0
6309,43990,52117,2019.0,5.0
6310,16990,89777,2017.0,7.0
6311,11490,131990,2013.0,11.0
6312,28950,157465,2018.0,6.0
6313,10999,218345,2009.0,15.0
6314,15999,179057,2013.0,11.0
6315,16990,164189,2012.0,12.0
6316,16990,13208,2014.0,10.0
6317,22999,60345,2019.0,5.0
6318,23894,80150,2016.0,8.0
6319,16999,123712,2012.0,12.0
6320,15500,140267,2016.0,8.0
6321,42880,66586,2017.0,7.0
6322,19500,45847,2016.0,8.0
6323,26499,59052,2017.0,7.0
6324,64888,22160,2021.0,3.0
6325,32490,11,2023.0,1.0
6326,4990,181572,2008.0,16.0
6327,11999,101000,2015.0,9.0
6328,42999,65518,2018.0,6.0
6329,19880,77871,2018.0,6.0
6330,29990,15368,2022.0,2.0
6331,31990,18387,2022.0,2.0
6332,25990,47801,2021.0,3.0
6333,26990,22029,2020.0,4.0
6334,19990,12258,2021.0,3.0
6335,POA,30132,2017.0,7.0
6336,6986,226463,2007.0,17.0
6337,36990,71081,2019.0,5.0
6338,66990,17338,2022.0,2.0
6339,22888,60150,2021.0,3.0
6340,28990,62339,2019.0,5.0
6341,59888,3085,2022.0,2.0
6342,26500,52996,2020.0,4.0
6343,57900,87355,2019.0,5.0
6344,33999,110051,2018.0,6.0
6345,59888,68754,2020.0,4.0
6346,21999,9118,2018.0,6.0
6347,21990,25326,2020.0,4.0
6348,14350,37526,2014.0,10.0
6349,37990,75614,2019.0,5.0
6350,21870,52448,2019.0,5.0
6351,42499,10,2023.0,1.0
6352,34990,18808,2021.0,3.0
6353,14999,119718,2015.0,9.0
6354,24888,90301,2016.0,8.0
6355,39990,60188,2020.0,4.0
6356,5999,154083,2004.0,20.0
6357,23490,53781,2019.0,5.0
6358,28990,23999,2022.0,2.0
6359,29990,19089,2022.0,2.0
6360,29900,26764,2020.0,4.0
6361,10999,185664,2012.0,12.0
6362,36990,62520,2019.0,5.0
6363,39888,5578,2020.0,4.0
6364,19777,20325,2021.0,3.0
6365,10999,233494,2010.0,14.0
6366,10990,195900,2010.0,14.0
6367,19990,124712,2017.0,7.0
6368,38990,45098,2020.0,4.0
6369,20990,52758,2019.0,5.0
6370,17988,72798,2014.0,10.0
6371,56990,15096,2022.0,2.0
6372,9888,164458,2011.0,13.0
6373,19990,149989,2012.0,12.0
6374,16670,97196,2011.0,13.0
6375,19913,121973,2015.0,9.0
6376,21000,79233,2019.0,5.0
6377,32990,54577,2021.0,3.0
6378,49888,41056,2021.0,3.0
6379,15690,96006,2016.0,8.0
6380,22988,112553,2015.0,9.0
6381,27990,1842,2020.0,4.0
6382,13750,162211,2014.0,10.0
6383,24474,25347,2021.0,3.0
6384,10999,216452,2011.0,13.0
6385,24490,38823,2021.0,3.0
6386,34880,63215,2018.0,6.0
6387,29990,109900,2016.0,8.0
6388,24990,68388,2019.0,5.0
6389,7999,253390,2009.0,15.0
6390,24990,55815,2014.0,10.0
6391,29995,64424,2019.0,5.0
6392,41999,88895,2018.0,6.0
6393,25990,25041,2022.0,2.0
6394,25450,41000,2020.0,4.0
6395,29990,24950,2019.0,5.0
6396,18900,101146,2017.0,7.0
6397,15990,72255,2018.0,6.0
6398,31990,11721,2022.0,2.0
6399,15886,93684,2016.0,8.0
6400,9990,136836,2010.0,14.0
6401,29986,99530,2015.0,9.0
6402,9990,179000,2010.0,14.0
6403,29990,43710,2020.0,4.0
6404,19990,185010,2011.0,13.0
6405,27990,39654,2021.0,3.0
6406,19705,72875,2015.0,9.0
6407,54800,57800,2020.0,4.0
6408,14990,124286,2017.0,7.0
6409,42000,82000,2017.0,7.0
6410,50990,29189,2019.0,5.0
6411,64888,69476,2021.0,3.0
6412,33888,35734,2020.0,4.0
6413,15980,227803,2012.0,12.0
6414,32888,99851,2017.0,7.0
6415,22963,120673,2014.0,10.0
6416,23990,58147,2019.0,5.0
6417,30890,34505,2021.0,3.0
6418,21800,53180,2019.0,5.0
6419,8499,251243,2005.0,19.0
6420,44990,55702,2019.0,5.0
6421,27490,23493,2020.0,4.0
6422,38990,50603,2020.0,4.0
6423,41986,110787,2019.0,5.0
6424,29900,43956,2021.0,3.0
6425,30498,82489,2016.0,8.0
6426,30890,32412,2021.0,3.0
6427,42990,66104,2017.0,7.0
6428,59990,23037,2022.0,2.0
6429,24800,152967,2017.0,7.0
6430,21950,57308,2020.0,4.0
6431,14999,186712,2014.0,10.0
6432,32135,82177,2015.0,9.0
6433,21990,97041,2018.0,6.0
6434,18800,22868,2019.0,5.0
6435,42990,39334,2020.0,4.0
6436,32950,23697,2019.0,5.0
6437,58777,62500,2018.0,6.0
6438,25890,114620,2015.0,9.0
6439,19990,157310,2014.0,10.0
6440,13499,195273,2012.0,12.0
6441,15990,22616,2017.0,7.0
6442,27990,32237,2018.0,6.0
6443,14500,77000,2014.0,10.0
6444,18800,69317,2019.0,5.0
6445,52730,34802,2020.0,4.0
6446,30790,15586,2022.0,2.0
6447,26277,86871,2019.0,5.0
6448,18999,98087,2014.0,10.0
6449,19670,51520,2020.0,4.0
6450,56990,34083,2020.0,4.0
6451,14999,145502,2013.0,11.0
6452,12800,173168,2012.0,12.0
6453,39999,89054,2017.0,7.0
6454,13990,91890,2016.0,8.0
6455,15999,189385,2013.0,11.0
6456,14995,66325,2015.0,9.0
6457,29990,10833,2021.0,3.0
6458,31878,59601,2020.0,4.0
6459,16989,154106,2013.0,11.0
6460,19990,104830,2014.0,10.0
6461,21577,112440,2015.0,9.0
6462,28990,40872,2022.0,2.0
6463,20990,11290,2021.0,3.0
6464,31990,22758,2020.0,4.0
6465,14800,119190,2015.0,9.0
6466,22864,49295,2017.0,7.0
6467,37888,56044,2019.0,5.0
6468,16990,156150,2016.0,8.0
6469,24990,54412,2019.0,5.0
6470,25490,63851,2020.0,4.0
6471,22980,50974,2019.0,5.0
6472,27990,12670,2019.0,5.0
6473,16990,108105,2015.0,9.0
6474,44990,67705,2016.0,8.0
6475,10999,182000,2009.0,15.0
6476,24990,50585,2020.0,4.0
6477,19990,127234,2017.0,7.0
6478,22990,15852,2018.0,6.0
6479,43990,31305,2017.0,7.0
6480,19999,91480,2018.0,6.0
6481,25490,95816,2018.0,6.0
6482,23900,50067,2020.0,4.0
6483,25888,64338,2017.0,7.0
6484,25990,28860,2022.0,2.0
6485,11999,232583,2010.0,14.0
6486,40880,57995,2020.0,4.0
6487,15499,79150,2013.0,11.0
6488,39990,28360,2017.0,7.0
6489,23990,84266,2018.0,6.0
6490,4540,172331,2008.0,16.0
6491,26990,65819,2019.0,5.0
6492,39880,27984,2019.0,5.0
6493,31990,19260,2022.0,2.0
6494,21490,65197,2020.0,4.0
6495,37990,86127,2021.0,3.0
6496,12490,136950,2014.0,10.0
6497,35830,114255,2019.0,5.0
6498,9999,268865,2011.0,13.0
6499,19775,28277,2019.0,5.0
6500,14990,132704,2012.0,12.0
6501,8990,167293,2008.0,16.0
6502,41444,29780,2021.0,3.0
6503,17970,140331,2013.0,11.0
6504,26890,69835,2017.0,7.0
6505,25990,95305,2017.0,7.0
6506,14990,137044,2014.0,10.0
6507,31990,110565,2018.0,6.0
6508,34888,172975,2016.0,8.0
6509,45990,25,2022.0,2.0
6510,23930,24392,2019.0,5.0
6511,39990,48963,2020.0,4.0
6512,51990,16097,2022.0,2.0
6513,21990,38492,2018.0,6.0
6514,48888,59158,2021.0,3.0
6515,30990,92207,2017.0,7.0
6516,32980,71370,2021.0,3.0
6517,71390,2376,2022.0,2.0
6518,34888,67902,2018.0,6.0
6519,22490,118082,2019.0,5.0
6520,28490,113460,2016.0,8.0
6521,56990,56385,2020.0,4.0
6522,31990,72510,2017.0,7.0
6523,30990,58374,2020.0,4.0
6524,29900,42730,2021.0,3.0
6525,8499,163829,2007.0,17.0
6526,42490,46766,2020.0,4.0
6527,26995,145263,2016.0,8.0
6528,8990,248746,2012.0,12.0
6529,48990,60148,2017.0,7.0
6530,38990,89033,2019.0,5.0
6531,23291,59461,2019.0,5.0
6532,21290,41262,2018.0,6.0
6533,27990,93722,2019.0,5.0
6534,17880,196921,2016.0,8.0
6535,35980,16242,2021.0,3.0
6536,32990,36390,2020.0,4.0
6537,28990,98793,2016.0,8.0
6538,36950,153204,2017.0,7.0
6539,19990,17586,2021.0,3.0
6540,14950,174018,2012.0,12.0
6541,35111,133561,2016.0,8.0
6542,24499,33493,2018.0,6.0
6543,35990,16129,2021.0,3.0
6544,24999,38118,2018.0,6.0
6545,24990,112704,2015.0,9.0
6546,22980,53201,2020.0,4.0
6547,23900,51816,2020.0,4.0
6548,41990,25800,2022.0,2.0
6549,42490,18,2023.0,1.0
6550,16995,95895,2017.0,7.0
6551,29900,34806,2020.0,4.0
6552,39990,64720,2018.0,6.0
6553,31880,47897,2019.0,5.0
6554,24995,57418,2019.0,5.0
6555,58500,12,2022.0,2.0
6556,33288,139159,2017.0,7.0
6557,43498,18989,2022.0,2.0
6558,16990,88693,2015.0,9.0
6559,54990,85546,2019.0,5.0
6560,31990,52604,2020.0,4.0
6561,33990,100966,2015.0,9.0
6562,24950,46069,2020.0,4.0
6563,19990,105213,2009.0,15.0
6564,59990,17071,2022.0,2.0
6565,33888,95352,2018.0,6.0
6566,34990,64378,2018.0,6.0
6567,10490,190450,2008.0,16.0
6568,7999,120792,2001.0,23.0
6569,23950,37797,2018.0,6.0
6570,21800,67712,2020.0,4.0
6571,22888,33681,2018.0,6.0
6572,20444,4758,2021.0,3.0
6573,22950,85742,2019.0,5.0
6574,38880,46586,2019.0,5.0
6575,21987,22955,2020.0,4.0
6576,38490,61291,2017.0,7.0
6577,41990,73106,2016.0,8.0
6578,24999,42071,2018.0,6.0
6579,58900,68015,2020.0,4.0
6580,18987,27607,2022.0,2.0
6581,9900,259000,2012.0,12.0
6582,14886,77620,2017.0,7.0
6583,13995,98672,2013.0,11.0
6584,22987,127795,2016.0,8.0
6585,64888,16446,2021.0,3.0
6586,6999,120000,2008.0,16.0
6587,23990,111163,2016.0,8.0
6588,35980,66947,2015.0,9.0
6589,29990,65502,2017.0,7.0
6590,29999,82359,2017.0,7.0
6591,22990,21350,2017.0,7.0
6592,19890,98111,2017.0,7.0
6593,23990,49242,2019.0,5.0
6594,15888,103354,2015.0,9.0
6595,24990,115759,2017.0,7.0
6596,7999,378604,2006.0,18.0
6597,41999,76027,2018.0,6.0
6598,11990,148823,2011.0,13.0
6599,26993,85699,2018.0,6.0
6600,29990,54344,2020.0,4.0
6601,23990,55566,2020.0,4.0
6602,23950,36969,2020.0,4.0
6603,49888,45427,2021.0,3.0
6604,19999,182928,2016.0,8.0
6605,64990,30874,2022.0,2.0
6606,18990,57970,2018.0,6.0
6607,32999,30220,2019.0,5.0
6608,33990,62488,2020.0,4.0
6609,36950,23000,2022.0,2.0
6610,2995,332493,2008.0,16.0
6611,18995,176576,2018.0,6.0
6612,20990,56309,2020.0,4.0
6613,46990,64847,2018.0,6.0
6614,20990,57719,2020.0,4.0
6615,23990,62919,2020.0,4.0
6616,14990,82690,2015.0,9.0
6617,21990,44528,2020.0,4.0
6618,39990,30358,2019.0,5.0
6619,29480,83220,2017.0,7.0
6620,49990,71236,2019.0,5.0
6621,11990,97125,2011.0,13.0
6622,7995,262175,2008.0,16.0
6623,14899,94901,2009.0,15.0
6624,21990,43657,2020.0,4.0
6625,29990,95223,2016.0,8.0
6626,24950,71899,2018.0,6.0
6627,23999,74958,2018.0,6.0
6628,51710,13853,2021.0,3.0
6629,24990,12412,2022.0,2.0
6630,31950,84540,2018.0,6.0
6631,19999,90724,2018.0,6.0
6632,44928,27080,2021.0,3.0
6633,37990,79586,2018.0,6.0
6634,11999,254249,2010.0,14.0
6635,90998,1799,2022.0,2.0
6636,17995,172450,2017.0,7.0
6637,28999,52924,2020.0,4.0
6638,14995,119130,2014.0,10.0
6639,7999,69563,2006.0,18.0
6640,59888,65233,2020.0,4.0
6641,41990,58995,2020.0,4.0
6642,19999,204052,2013.0,11.0
6643,26890,28687,2019.0,5.0
6644,POA,5,2022.0,2.0
6645,29990,37300,2018.0,6.0
6646,29990,37531,2019.0,5.0
6647,10990,266950,2012.0,12.0
6648,25999,34287,2018.0,6.0
6649,24987,93281,2019.0,5.0
6650,34990,82977,2021.0,3.0
6651,POA,11,2023.0,1.0
6652,19990,161807,2015.0,9.0
6653,51990,5,2022.0,2.0
6654,51042,- / -,2023.0,1.0
6655,28990,40500,2017.0,7.0
6656,32990,57902,2020.0,4.0
6657,31990,24298,2019.0,5.0
6658,26990,103601,2018.0,6.0
6659,41990,11,2023.0,1.0
6660,30888,22152,2021.0,3.0
6661,43674,3,2022.0,2.0
6662,53990,-,2023.0,1.0
6663,51990,-,2023.0,1.0
6664,29990,36516,2021.0,3.0
6665,47884,10,2022.0,2.0
6666,32999,13495,2021.0,3.0
6667,39990,13366,2022.0,2.0
6668,43673,17,2022.0,2.0
6669,22990,112817,2020.0,4.0
6670,31990,18039,2021.0,3.0
6671,32999,27083,2020.0,4.0
6672,42980,98887,2019.0,5.0
6673,30990,5153,2022.0,2.0
6674,43990,11,2023.0,1.0
6675,38990,30105,2022.0,2.0
6676,37990,10005,2022.0,2.0
6677,35990,25616,2020.0,4.0
6678,38384,15,2022.0,2.0
