,Price,Kilometres,Year,Age of Car
14776,41990,258104,2009.0,15.0
14777,39950,80000,2018.0,6.0
14778,77777,46011,2022.0,2.0
14779,24388,46376,2017.0,7.0
14780,26999,87000,2016.0,8.0
14781,12995,95362,2004.0,20.0
14782,43990,86315,2018.0,6.0
14783,104990,19289,2022.0,2.0
14784,45990,40024,2020.0,4.0
14785,10990,433260,2002.0,22.0
14786,115977,12500,2022.0,2.0
14787,49888,165455,2017.0,7.0
14788,23999,82509,2018.0,6.0
14789,53888,42998,2020.0,4.0
14790,36990,62356,2019.0,5.0
14791,11990,214391,2009.0,15.0
14792,47980,133902,2019.0,5.0
14793,45987,559,2023.0,1.0
14794,79990,19,2023.0,1.0
14795,22880,299451,2005.0,19.0
14796,19985,326893,2010.0,14.0
14797,64990,182,2023.0,1.0
14798,48999,41750,1999.0,25.0
14799,46990,2030,2021.0,3.0
14800,34800,70093,2019.0,5.0
14801,49913,37726,2018.0,6.0
14802,79977,129438,2016.0,8.0
14803,26900,115292,2012.0,12.0
14804,43988,69610,2020.0,4.0
14805,57988,38573,2020.0,4.0
14806,33900,59750,2019.0,5.0
14807,44950,43000,2020.0,4.0
14808,29950,37788,2009.0,15.0
14809,36888,128601,2018.0,6.0
14810,68990,56417,2021.0,3.0
14811,43988,157966,2016.0,8.0
14812,70990,43199,2020.0,4.0
14813,64990,48832,2021.0,3.0
14814,162888,750,2023.0,1.0
14815,9999,263269,2008.0,16.0
14816,34995,160331,2017.0,7.0
14817,126990,21799,2021.0,3.0
14818,21999,108084,2012.0,12.0
14819,29950,102891,2009.0,15.0
14820,10980,279568,2011.0,13.0
14821,8880,236946,2007.0,17.0
14822,28745,6693,2022.0,2.0
14823,38999,91702,2017.0,7.0
14824,39999,269607,2016.0,8.0
14825,8995,286272,2006.0,18.0
14826,93988,99062,2019.0,5.0
14827,39990,17984,2022.0,2.0
14828,131988,48132,2020.0,4.0
14829,63990,90082,2019.0,5.0
14830,69990,125247,2020.0,4.0
14831,30999,82678,2017.0,7.0
14832,19999,248624,2008.0,16.0
14833,18990,97000,2015.0,9.0
14834,39990,134138,2017.0,7.0
14835,96926,111183,2016.0,8.0
14836,116988,50,2023.0,1.0
14837,46990,34779,2021.0,3.0
14838,38990,53897,2020.0,4.0
14839,20995,120117,2015.0,9.0
14840,15950,286525,2012.0,12.0
14841,55989,83126,2018.0,6.0
14842,5999,238016,2006.0,18.0
14843,23400,130569,2015.0,9.0
14844,10999,192415,2007.0,17.0
14845,9990,134916,2009.0,15.0
14846,31900,139637,2016.0,8.0
14847,14983,275281,2013.0,11.0
14848,69995,20,2023.0,1.0
14849,13999,318650,2006.0,18.0
14850,72990,38747,2021.0,3.0
14851,34990,36533,2018.0,6.0
14852,51668,496,2020.0,4.0
14853,32388,78858,2019.0,5.0
14854,36990,196174,2015.0,9.0
14855,41290,124746,2018.0,6.0
14856,23990,91931,2017.0,7.0
14857,47980,107819,2018.0,6.0
14858,10995,147626,2010.0,14.0
14859,29999,161458,2016.0,8.0
14860,54990,57,2022.0,2.0
14861,23995,188759,2010.0,14.0
14862,40990,121135,2018.0,6.0
14863,8995,191748,2014.0,10.0
14864,91977,111526,2020.0,4.0
14865,29888,83178,2016.0,8.0
14866,19880,132864,2008.0,16.0
14867,17990,36100,2011.0,13.0
14868,44999,135012,2014.0,10.0
14869,63490,18838,2022.0,2.0
14870,33888,58185,2019.0,5.0
14871,57990,23734,2021.0,3.0
14872,36999,178227,2016.0,8.0
14873,16900,143000,2013.0,11.0
14874,24500,162055,2013.0,11.0
14875,19700,95000,2018.0,6.0
14876,30900,191173,2013.0,11.0
14877,32990,57274,2019.0,5.0
14878,24888,22842,2017.0,7.0
14879,36990,164440,2018.0,6.0
14880,10990,177751,2007.0,17.0
14881,69990,31262,2021.0,3.0
14882,53887,12267,2022.0,2.0
14883,44900,119614,2016.0,8.0
14884,64989,44727,2020.0,4.0
14885,28971,30356,2019.0,5.0
14886,26990,140105,2017.0,7.0
14887,31990,81804,2018.0,6.0
14888,36773,6000,2023.0,1.0
14889,20888,128771,2017.0,7.0
14890,29900,202235,2009.0,15.0
14891,31900,112980,2008.0,16.0
14892,71988,32635,2022.0,2.0
14893,36388,18475,2018.0,6.0
14894,64999,34000,2017.0,7.0
14895,12990,167101,2010.0,14.0
14896,32999,101736,2014.0,10.0
14897,30900,97000,2015.0,9.0
14898,22995,232542,2014.0,10.0
14899,62999,20200,2022.0,2.0
14900,59988,43502,2022.0,2.0
14901,24888,82012,2013.0,11.0
14902,58990,92277,2019.0,5.0
14903,21989,97000,2011.0,13.0
14904,32990,112681,2016.0,8.0
14905,37990,65474,2020.0,4.0
14906,113799,18112,2022.0,2.0
14907,47888,84555,2019.0,5.0
14908,7890,217000,2005.0,19.0
14909,64990,23785,2019.0,5.0
14910,24999,71044,2014.0,10.0
14911,24990,103706,2013.0,11.0
14912,9999,184037,2000.0,24.0
14913,16990,273860,2013.0,11.0
14914,6900,197000,2005.0,19.0
14915,37994,150889,2012.0,12.0
14916,92988,101960,2019.0,5.0
14917,28999,306421,2015.0,9.0
14918,19350,84674,2015.0,9.0
14919,38999,110000,2018.0,6.0
14920,23995,149428,2018.0,6.0
14921,32999,50998,2019.0,5.0
14922,47977,85354,2018.0,6.0
14923,36990,42202,2021.0,3.0
14924,14999,106718,2007.0,17.0
14925,33999,114206,2017.0,7.0
14926,46990,125543,2018.0,6.0
14927,9995,197565,2008.0,16.0
14928,19888,122985,2009.0,15.0
14929,45888,61531,2020.0,4.0
14930,39888,22619,2021.0,3.0
14931,34990,22405,2018.0,6.0
14932,42990,218851,2017.0,7.0
14933,41999,30000,2018.0,6.0
14934,POA,-,2007.0,17.0
14935,29990,74420,2013.0,11.0
14936,14990,180223,2013.0,11.0
14937,25990,75482,2017.0,7.0
14938,98888,37843,2022.0,2.0
14939,37990,48107,2020.0,4.0
14940,32950,109000,2016.0,8.0
14941,45990,66795,2020.0,4.0
14942,5750,251945,2010.0,14.0
14943,73990,28608,2021.0,3.0
14944,24995,218928,2012.0,12.0
14945,109992,40412,2022.0,2.0
14946,11990,152805,2012.0,12.0
14947,83988,102468,2017.0,7.0
14948,29990,284284,2010.0,14.0
14949,116984,10262,2022.0,2.0
14950,69990,17920,2022.0,2.0
14951,81988,10,2023.0,1.0
14952,31888,124289,2008.0,16.0
14953,40998,67694,2021.0,3.0
14954,6750,199931,2005.0,19.0
14955,14995,172338,2006.0,18.0
14956,24250,98000,2015.0,9.0
14957,32900,123485,2014.0,10.0
14958,49990,64766,2019.0,5.0
14959,46990,33672,2021.0,3.0
14960,29888,82020,2018.0,6.0
14961,77888,130251,1994.0,30.0
14962,83887,48479,2021.0,3.0
14963,10990,139648,2004.0,20.0
14964,27990,57413,2019.0,5.0
14965,31450,72000,2018.0,6.0
14966,9990,416885,1998.0,26.0
14967,82888,98245,2016.0,8.0
14968,26990,61459,2019.0,5.0
14969,33999,40750,2018.0,6.0
14970,29950,104000,2017.0,7.0
14971,31450,98000,2016.0,8.0
14972,8990,245801,2008.0,16.0
14973,118888,92,2022.0,2.0
14974,29888,38783,2021.0,3.0
14975,25999,182483,2012.0,12.0
14976,34995,97761,2013.0,11.0
14977,39950,86099,2018.0,6.0
14978,37950,52000,2020.0,4.0
14979,65990,20884,2019.0,5.0
14980,35888,48727,2018.0,6.0
14981,42990,54950,2019.0,5.0
14982,59990,536,2023.0,1.0
14983,12999,186416,2010.0,14.0
14984,56913,217658,2015.0,9.0
14985,17990,287000,2015.0,9.0
14986,33888,184388,2009.0,15.0
14987,25990,104319,2015.0,9.0
14988,39980,198241,2017.0,7.0
14989,34888,28247,2021.0,3.0
14990,19990,109519,2013.0,11.0
14991,24995,90390,2014.0,10.0
14992,43990,89234,2019.0,5.0
14993,32990,38115,2019.0,5.0
14994,25888,136395,2012.0,12.0
14995,34990,16274,2022.0,2.0
14996,31900,138000,2010.0,14.0
14997,36995,30892,2019.0,5.0
14998,48990,14787,2020.0,4.0
14999,23999,95829,2016.0,8.0
15000,40990,275505,2016.0,8.0
15001,29888,53559,2021.0,3.0
15002,13995,215189,2013.0,11.0
15003,80985,50,2023.0,1.0
15004,33950,30000,2018.0,6.0
15005,18999,168814,2010.0,14.0
15006,12995,267212,2009.0,15.0
15007,20888,138552,2018.0,6.0
15008,29490,76211,2017.0,7.0
15009,31950,144129,2019.0,5.0
15010,23999,97480,2017.0,7.0
15011,37999,429513,2006.0,18.0
15012,79950,49265,1998.0,26.0
15013,22999,115000,2012.0,12.0
15014,32990,82021,2019.0,5.0
15015,7949,229569,2006.0,18.0
15016,9990,269179,2009.0,15.0
15017,39995,177635,2014.0,10.0
15018,50400,- / -,2023.0,1.0
15019,20990,54335,2019.0,5.0
15020,38990,15003,2022.0,2.0
15021,59990,3592,2022.0,2.0
15022,9950,114287,2011.0,13.0
15023,28999,95071,2019.0,5.0
15024,52999,13515,2021.0,3.0
15025,24900,138822,2011.0,13.0
15026,37990,94695,2018.0,6.0
15027,49888,27667,2019.0,5.0
15028,37165,- / -,2023.0,1.0
15029,102000,- / -,2023.0,1.0
15030,24950,149747,2013.0,11.0
15031,95950,181769,2018.0,6.0
15032,32888,78734,2018.0,6.0
15033,29990,23897,2018.0,6.0
15034,25990,49365,2019.0,5.0
15035,34990,60348,2018.0,6.0
15036,17990,120762,2010.0,14.0
15037,18500,109981,2020.0,4.0
15038,22888,128752,2010.0,14.0
15039,50965,- / -,2023.0,1.0
15040,18000,77547,2009.0,15.0
15041,16990,117864,2015.0,9.0
15042,38990,152298,2015.0,9.0
15043,33490,- / -,2023.0,1.0
15044,69995,11653,2021.0,3.0
15045,17995,24170,2009.0,15.0
15046,77990,32326,2019.0,5.0
15047,14950,203585,2010.0,14.0
15048,9999,256299,2008.0,16.0
15049,31990,105244,2017.0,7.0
15050,46888,11548,2022.0,2.0
15051,54888,21727,2020.0,4.0
15052,47510,- / -,2023.0,1.0
15053,24880,118010,2018.0,6.0
15054,78888,51005,2021.0,3.0
15055,25990,128420,2017.0,7.0
15056,10990,256377,2012.0,12.0
15057,39999,9803,2022.0,2.0
15058,18499,305785,2007.0,17.0
15059,6999,236450,2004.0,20.0
15060,39990,252019,2015.0,9.0
15061,17990,313897,2005.0,19.0
15062,54800,28785,2021.0,3.0
15063,23950,216905,2011.0,13.0
15064,22990,91667,2017.0,7.0
15065,86900,179999,2012.0,12.0
15066,37275,129114,2013.0,11.0
15067,24990,77145,2018.0,6.0
15068,57888,56630,2020.0,4.0
15069,22900,84779,2017.0,7.0
15070,54990,13591,2021.0,3.0
15071,32990,101615,2017.0,7.0
15072,23980,104135,2017.0,7.0
15073,28468,84422,2017.0,7.0
15074,17950,224605,2009.0,15.0
15075,32990,63414,2019.0,5.0
15076,88000,164198,2016.0,8.0
15077,22990,104400,2018.0,6.0
15078,12888,203356,2008.0,16.0
15079,29990,194900,2016.0,8.0
15080,114999,70825,2019.0,5.0
15081,25999,21177,2017.0,7.0
15082,54990,76487,2020.0,4.0
15083,35990,121923,2020.0,4.0
15084,25995,140082,2014.0,10.0
15085,50990,107084,2015.0,9.0
15086,19990,73318,2016.0,8.0
15087,58990,105911,2018.0,6.0
15088,15990,205298,2014.0,10.0
15089,11998,149154,2009.0,15.0
15090,24900,196998,2005.0,19.0
15091,26990,91945,2019.0,5.0
15092,21990,139245,2014.0,10.0
15093,67999,4801,2021.0,3.0
15094,40680,17738,2019.0,5.0
15095,38990,10865,2022.0,2.0
15096,14990,354238,2007.0,17.0
15097,25888,98500,1999.0,25.0
15098,26980,83143,2017.0,7.0
15099,12990,269626,2010.0,14.0
15100,40990,16486,2019.0,5.0
15101,11990,262648,2007.0,17.0
15102,24999,196965,2012.0,12.0
15103,41950,111382,2017.0,7.0
15104,17988,37413,2016.0,8.0
15105,41450,20931,2019.0,5.0
15106,60830,- / -,2023.0,1.0
15107,24999,34100,2018.0,6.0
15108,66990,15395,2020.0,4.0
15109,23900,188166,2014.0,10.0
15110,9949,151117,2007.0,17.0
15111,22900,95521,2010.0,14.0
15112,19888,147801,2017.0,7.0
15113,22990,83340,2017.0,7.0
15114,36490,20,2023.0,1.0
15115,68777,7501,2022.0,2.0
15116,8990,-,1998.0,26.0
15117,29990,64965,2019.0,5.0
15118,48135,- / -,2023.0,1.0
15119,82888,25634,2021.0,3.0
15120,13990,160428,2011.0,13.0
15121,38800,128094,2012.0,12.0
15122,31913,242569,2016.0,8.0
15123,35888,44220,2021.0,3.0
15124,23888,115916,2012.0,12.0
15125,38990,53920,2021.0,3.0
15126,16999,415913,2004.0,20.0
15127,34990,37892,2021.0,3.0
15128,24990,20012,2013.0,11.0
15129,42050,- / -,2023.0,1.0
15130,10995,275050,1999.0,25.0
15131,30888,46395,2021.0,3.0
15132,17690,104172,2006.0,18.0
15133,25888,181169,2005.0,19.0
15134,37990,64606,2019.0,5.0
15135,21900,202406,2005.0,19.0
15136,121990,79,2023.0,1.0
15137,41888,9660,2021.0,3.0
15138,68950,250251,2017.0,7.0
15139,6999,273640,2002.0,22.0
15140,59950,100524,2017.0,7.0
15141,47878,32823,2021.0,3.0
15142,38990,64199,2021.0,3.0
15143,20888,118879,2010.0,14.0
15144,81888,5043,2022.0,2.0
15145,38990,5725,2019.0,5.0
15146,65888,31,2023.0,1.0
15147,25999,265574,2015.0,9.0
15148,33990,274630,2015.0,9.0
15149,18888,147291,2012.0,12.0
15150,38990,54016,2020.0,4.0
15151,27800,54963,2018.0,6.0
15152,24888,-,2002.0,22.0
15153,40990,31055,2020.0,4.0
15154,64888,37826,2020.0,4.0
15155,23888,82159,2015.0,9.0
15156,24995,137912,2012.0,12.0
15157,25990,47992,2019.0,5.0
15158,12888,174379,2008.0,16.0
15159,59990,117922,2018.0,6.0
15160,33888,113992,2018.0,6.0
15161,48990,188940,2017.0,7.0
15162,25900,279540,2009.0,15.0
15163,26990,305742,2012.0,12.0
15164,25900,145171,2006.0,18.0
15165,21800,87108,2018.0,6.0
15166,31888,72000,2016.0,8.0
15167,101990,4015,2022.0,2.0
15168,71990,53448,2021.0,3.0
15169,27990,76255,2018.0,6.0
15170,38490,63162,2018.0,6.0
15171,41888,2467,2022.0,2.0
15172,37999,45602,2013.0,11.0
15173,43225,- / -,2023.0,1.0
15174,25990,47044,2019.0,5.0
15175,67530,- / -,2023.0,1.0
15176,42981,26091,2019.0,5.0
15177,24995,189331,2014.0,10.0
15178,21950,60584,2015.0,9.0
15179,13990,89441,2011.0,13.0
15180,34340,- / -,2023.0,1.0
15181,124990,57352,2019.0,5.0
15182,33999,114222,2016.0,8.0
15183,69995,27086,2019.0,5.0
15184,37990,209078,2017.0,7.0
15185,35900,101221,2014.0,10.0
15186,26900,62876,2009.0,15.0
15187,34990,- / -,2023.0,1.0
15188,15990,217255,2012.0,12.0
15189,18555,203310,2017.0,7.0
15190,54990,112184,2019.0,5.0
15191,52888,17625,2021.0,3.0
15192,46290,89567,2018.0,6.0
15193,37999,60738,2018.0,6.0
15194,23990,42232,2016.0,8.0
15195,18995,121665,2016.0,8.0
15196,50970,32500,2021.0,3.0
15197,18987,146942,2013.0,11.0
15198,34950,51320,2017.0,7.0
15199,34888,96687,2018.0,6.0
15200,18999,169300,2013.0,11.0
15201,37999,166000,2016.0,8.0
15202,22990,136927,2012.0,12.0
15203,24950,131610,2009.0,15.0
15204,49990,112567,2018.0,6.0
15205,19200,54777,2018.0,6.0
15206,13950,245000,2009.0,15.0
15207,38990,5192,2021.0,3.0
15208,93500,43725,2020.0,4.0
15209,19990,101458,2011.0,13.0
15210,25000,85702,2010.0,14.0
15211,41888,92443,2019.0,5.0
15212,56990,11277,2022.0,2.0
15213,27990,59216,2021.0,3.0
15214,40980,148354,2017.0,7.0
15215,16250,330968,2006.0,18.0
15216,48480,52237,2020.0,4.0
15217,32990,33753,2021.0,3.0
15218,35990,2047,2023.0,1.0
15219,33990,51181,2020.0,4.0
15220,11990,232839,2012.0,12.0
15221,27999,285415,2010.0,14.0
15222,33990,65472,2019.0,5.0
15223,81950,54937,2018.0,6.0
15224,17999,73358,2000.0,24.0
15225,19990,210958,2014.0,10.0
15226,26995,20463,2020.0,4.0
15227,39170,21177,2021.0,3.0
15228,32490,64705,2020.0,4.0
15229,65000,18,2023.0,1.0
15230,46990,93060,2019.0,5.0
15231,5990,360151,2003.0,21.0
15232,63990,23432,2020.0,4.0
15233,40670,404016,2009.0,15.0
15234,159950,19111,2022.0,2.0
15235,15999,213913,2014.0,10.0
15236,23990,148109,2018.0,6.0
15237,4990,301301,2008.0,16.0
15238,18999,331794,1994.0,30.0
15239,14990,312270,2003.0,21.0
15240,35888,9648,2020.0,4.0
15241,59990,11458,2021.0,3.0
15242,54647,62780,2020.0,4.0
15243,27999,288000,2014.0,10.0
15244,114990,128000,2018.0,6.0
15245,29999,267299,2013.0,11.0
15246,26990,268136,2010.0,14.0
15247,43950,73836,2018.0,6.0
15248,24950,82022,2014.0,10.0
15249,21850,84646,2010.0,14.0
15250,17999,387351,2008.0,16.0
15251,299900,25483,2020.0,4.0
15252,88747,108863,2018.0,6.0
15253,20906,150459,2012.0,12.0
15254,38990,92461,2017.0,7.0
15255,142180,- / -,2023.0,1.0
15256,26977,60910,2019.0,5.0
15257,45990,51202,2021.0,3.0
15258,22490,347137,2007.0,17.0
15259,5999,188072,2000.0,24.0
15260,14999,336843,2008.0,16.0
15261,41990,60511,2020.0,4.0
15262,46990,9408,2022.0,2.0
15263,25000,104500,2010.0,14.0
15264,9999,282000,2013.0,11.0
15265,11999,229876,2006.0,18.0
15266,33950,67182,2021.0,3.0
15267,19490,158085,2011.0,13.0
15268,35999,53541,2017.0,7.0
15269,37465,64414,2019.0,5.0
15270,13999,287989,2004.0,20.0
15271,15999,340828,2008.0,16.0
15272,10999,227275,2009.0,15.0
15273,11886,143378,2014.0,10.0
15274,54990,40194,2021.0,3.0
15275,41990,59222,2020.0,4.0
15276,31999,240125,2014.0,10.0
15277,38880,56635,2019.0,5.0
15278,30990,72185,2019.0,5.0
15279,45990,71077,2020.0,4.0
15280,34495,39616,2021.0,3.0
15281,14999,229036,2012.0,12.0
15282,49999,228163,2011.0,13.0
15283,26888,80219,2019.0,5.0
15284,9990,96582,1999.0,25.0
15285,24999,452920,1993.0,31.0
15286,53755,39409,2019.0,5.0
15287,27995,86627,2018.0,6.0
15288,36977,181921,2016.0,8.0
15289,31490,66529,2020.0,4.0
15290,32888,58797,2020.0,4.0
15291,21990,204946,2017.0,7.0
15292,41991,9331,2020.0,4.0
15293,41711,232241,2014.0,10.0
15294,48490,72054,2017.0,7.0
15295,24950,80012,2019.0,5.0
15296,32990,16788,2021.0,3.0
15297,19990,188500,2013.0,11.0
15298,19990,225232,2010.0,14.0
15299,29990,10581,2018.0,6.0
15300,31600,282320,2014.0,10.0
15301,22990,82014,2019.0,5.0
15302,18985,83281,2012.0,12.0
15303,33990,166842,2009.0,15.0
15304,26990,128100,2015.0,9.0
15305,6990,136650,2000.0,24.0
15306,8990,160000,2010.0,14.0
15307,14888,212788,2012.0,12.0
15308,87990,21680,2020.0,4.0
15309,92880,103909,2018.0,6.0
15310,19999,85617,2016.0,8.0
15311,30000,79000,2016.0,8.0
15312,41500,35511,2020.0,4.0
15313,86850,21506,2021.0,3.0
15314,29990,76392,2016.0,8.0
15315,29990,213000,2008.0,16.0
15316,26990,65330,2017.0,7.0
15317,9989,212140,2007.0,17.0
15318,94995,10790,2021.0,3.0
15319,29990,43493,2021.0,3.0
15320,23990,63271,2018.0,6.0
15321,45990,11049,2021.0,3.0
15322,29999,144000,2016.0,8.0
15323,69990,98750,2019.0,5.0
15324,33888,56833,2021.0,3.0
15325,34990,50069,2019.0,5.0
15326,68988,38506,2021.0,3.0
15327,9499,53585,2006.0,18.0
15328,18990,128815,2014.0,10.0
15329,44888,59637,2020.0,4.0
15330,37990,185959,2020.0,4.0
15331,76888,53000,2021.0,3.0
15332,20990,99549,2015.0,9.0
15333,47888,6619,2022.0,2.0
15334,7999,167087,2005.0,19.0
15335,54990,12023,2021.0,3.0
15336,17990,145615,2018.0,6.0
15337,20990,132500,2015.0,9.0
15338,49850,21093,2020.0,4.0
15339,58990,92927,2020.0,4.0
15340,31790,49250,2020.0,4.0
15341,50380,51025,2021.0,3.0
15342,36990,52501,2021.0,3.0
15343,77990,200843,2017.0,7.0
15344,42990,115130,2015.0,9.0
15345,15890,158728,2010.0,14.0
15346,21990,205349,2014.0,10.0
15347,34990,54221,2018.0,6.0
15348,19999,223879,2001.0,23.0
15349,49990,44201,2021.0,3.0
15350,9990,146760,2010.0,14.0
15351,48499,231280,2008.0,16.0
15352,33990,16852,2020.0,4.0
15353,29990,8321,2020.0,4.0
15354,55990,33475,2022.0,2.0
15355,39980,62238,2018.0,6.0
15356,31990,115319,2017.0,7.0
15357,32490,55386,2020.0,4.0
15358,19990,89412,2014.0,10.0
15359,43990,36475,2022.0,2.0
15360,39990,43291,2021.0,3.0
15361,49333,45563,2021.0,3.0
15362,34990,53639,2018.0,6.0
15363,38880,42850,2018.0,6.0
15364,16990,174095,2017.0,7.0
15365,64990,61496,2020.0,4.0
15366,55988,78664,2019.0,5.0
15367,9990,372140,1998.0,26.0
15368,65888,5637,2022.0,2.0
15369,79877,5,2022.0,2.0
15370,29990,58807,2019.0,5.0
15371,31900,108286,2015.0,9.0
15372,72950,- / -,2023.0,1.0
15373,7999,318754,2008.0,16.0
15374,89990,161744,2016.0,8.0
15375,45390,- / -,2023.0,1.0
15376,17150,112800,2009.0,15.0
15377,26900,222078,2008.0,16.0
15378,29130,- / -,2023.0,1.0
15379,30900,143922,2016.0,8.0
15380,10995,156128,2008.0,16.0
15381,29990,47706,2019.0,5.0
15382,24848,108022,2012.0,12.0
15383,9990,177268,2006.0,18.0
15384,8999,308344,1998.0,26.0
15385,12999,208330,2012.0,12.0
15386,32990,167229,2020.0,4.0
15387,13995,109000,2008.0,16.0
15388,12990,242478,2011.0,13.0
15389,21990,103814,2017.0,7.0
15390,30900,162275,2009.0,15.0
15391,37990,101886,2015.0,9.0
15392,33900,112610,2018.0,6.0
15393,21990,197728,1997.0,27.0
15394,23999,120969,2018.0,6.0
15395,12990,259000,2009.0,15.0
15396,5995,212232,2002.0,22.0
15397,22999,116113,2016.0,8.0
15398,33705,- / -,2023.0,1.0
15399,71000,- / -,2023.0,1.0
15400,34990,50083,2017.0,7.0
15401,31888,132928,2018.0,6.0
15402,59500,38093,2020.0,4.0
15403,5600,208899,2005.0,19.0
15404,71990,68410,2019.0,5.0
15405,57888,41970,2021.0,3.0
15406,12990,252383,2013.0,11.0
15407,27995,117695,2017.0,7.0
15408,26990,202937,2013.0,11.0
15409,18999,129032,2015.0,9.0
15410,35705,- / -,2023.0,1.0
15411,34888,213752,2016.0,8.0
15412,15900,173263,2011.0,13.0
15413,11990,357454,2015.0,9.0
15414,24000,99580,2008.0,16.0
15415,62999,168623,2020.0,4.0
15416,29990,103316,2015.0,9.0
15417,7800,260827,2007.0,17.0
15418,28990,41820,2017.0,7.0
15419,137981,- / -,2023.0,1.0
15420,44888,136608,2019.0,5.0
15421,45990,59864,2020.0,4.0
15422,19800,184608,2013.0,11.0
15423,19990,173129,2014.0,10.0
15424,39888,75535,2019.0,5.0
15425,35888,113000,2012.0,12.0
15426,45600,- / -,2023.0,1.0
15427,27990,68390,2019.0,5.0
15428,6500,232000,2009.0,15.0
15429,14995,112241,2012.0,12.0
15430,62888,6217,2020.0,4.0
15431,37990,130447,2014.0,10.0
15432,109990,1000,2023.0,1.0
15433,19990,334566,2006.0,18.0
15434,20990,118700,2014.0,10.0
15435,23990,65490,2018.0,6.0
15436,31999,124031,2020.0,4.0
15437,28888,96011,2016.0,8.0
15438,27900,103650,2017.0,7.0
15439,10995,415181,2005.0,19.0
15440,6990,220905,2005.0,19.0
15441,32990,39643,2019.0,5.0
15442,34900,99437,2019.0,5.0
15443,6990,306337,2008.0,16.0
15444,39350,- / -,2023.0,1.0
15445,39990,228997,2017.0,7.0
15446,29995,247867,2013.0,11.0
15447,25900,185043,2009.0,15.0
15448,39990,175078,2016.0,8.0
15449,27130,- / -,2023.0,1.0
15450,25990,137479,2016.0,8.0
15451,30975,- / -,2023.0,1.0
15452,68880,25246,2019.0,5.0
15453,30990,81624,2018.0,6.0
15454,31999,124497,2017.0,7.0
15455,27999,161178,2010.0,14.0
15456,32999,95586,2014.0,10.0
15457,13995,165708,2008.0,16.0
15458,21990,140706,2009.0,15.0
15459,44990,7395,2022.0,2.0
15460,37990,138667,2017.0,7.0
15461,31990,53455,2019.0,5.0
15462,52988,133185,2020.0,4.0
15463,40990,179131,2015.0,9.0
15464,31995,78160,2019.0,5.0
15465,16990,157341,2012.0,12.0
15466,24990,54350,2017.0,7.0
15467,32990,323847,2015.0,9.0
15468,29999,118937,2017.0,7.0
15469,21990,74481,2012.0,12.0
15470,12990,101144,2013.0,11.0
15471,41990,35,2023.0,1.0
15472,40990,223729,2017.0,7.0
15473,47888,117345,2019.0,5.0
15474,46500,44221,2017.0,7.0
15475,39888,42000,2020.0,4.0
15476,55150,- / -,2023.0,1.0
15477,36999,39653,2016.0,8.0
15478,9990,158821,2005.0,19.0
15479,37999,45591,2018.0,6.0
15480,64990,34221,2021.0,3.0
15481,49888,21609,2021.0,3.0
15482,18049,273520,2006.0,18.0
15483,16990,196333,2014.0,10.0
15484,67888,1084,2023.0,1.0
15485,13990,116598,2009.0,15.0
15486,32888,44200,2021.0,3.0
15487,36500,184645,2007.0,17.0
15488,10980,151400,2005.0,19.0
15489,26999,80608,2018.0,6.0
15490,20990,259770,2007.0,17.0
15491,6350,222315,2006.0,18.0
15492,56990,50290,2019.0,5.0
15493,51490,57695,2020.0,4.0
15494,67888,104,2023.0,1.0
15495,12990,190210,2002.0,22.0
15496,68888,17,2023.0,1.0
15497,47999,131000,2019.0,5.0
15498,15900,157930,2006.0,18.0
15499,27980,40000,2013.0,11.0
15500,46990,3727,2022.0,2.0
15501,31990,39187,2019.0,5.0
15502,51990,6495,2022.0,2.0
15503,16900,147476,2012.0,12.0
15504,30990,34078,2021.0,3.0
15505,7950,314158,2008.0,16.0
15506,13995,215325,2015.0,9.0
15507,29999,94656,2017.0,7.0
15508,19900,146861,2013.0,11.0
15509,23990,115666,2012.0,12.0
15510,24990,204140,2006.0,18.0
15511,82845,154422,2016.0,8.0
15512,74990,81184,2021.0,3.0
15513,18990,134782,2010.0,14.0
15514,29990,138410,2015.0,9.0
15515,16950,116052,2016.0,8.0
15516,23990,127000,2012.0,12.0
15517,45880,111798,2018.0,6.0
15518,32990,171237,2016.0,8.0
15519,27995,212777,2003.0,21.0
15520,45990,9604,2022.0,2.0
15521,12990,151160,2008.0,16.0
15522,7995,174500,2007.0,17.0
15523,42990,179880,2019.0,5.0
15524,30999,212484,2013.0,11.0
15525,36990,247951,2017.0,7.0
15526,18900,120738,2012.0,12.0
15527,14950,369629,2005.0,19.0
15528,11999,84251,2009.0,15.0
15529,17990,99300,2011.0,13.0
15530,31900,95846,2015.0,9.0
15531,52990,28438,2021.0,3.0
15532,16990,93615,2006.0,18.0
15533,29800,159999,2016.0,8.0
15534,27990,68900,2017.0,7.0
15535,19995,269101,2004.0,20.0
15536,62430,- / -,2023.0,1.0
15537,24999,130895,2012.0,12.0
15538,34990,97097,2017.0,7.0
15539,89990,74244,2019.0,5.0
15540,37990,56863,2019.0,5.0
15541,9990,149000,2007.0,17.0
15542,34995,160589,2018.0,6.0
15543,67888,100,2023.0,1.0
15544,22990,96940,2009.0,15.0
15545,24950,80941,2011.0,13.0
15546,24650,77000,2016.0,8.0
15547,23990,162707,2013.0,11.0
15548,15900,252569,2010.0,14.0
15549,16990,122533,2006.0,18.0
15550,35990,54283,2020.0,4.0
15551,43900,1000,2022.0,2.0
