,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
11961,Skoda,2014,Fabia,2014 Skoda Fabia 77 TSI Monte Carlo,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.3 L / 100 km,72737,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
11962,Skoda,2022,Kamiq,2022 Skoda Kamiq Monte Carlo,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.6 L / 100 km,142,Red / -,"Maryville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41990
11963,Skoda,2022,Superb,2022 Skoda Superb Style,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.1 L / 100 km,6930,Grey / Black,"Mascot, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,44990
11964,Skoda,2016,Superb,2016 Skoda Superb 162 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.4 L / 100 km,117250,Grey / Black,"Nunawading, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,29990
11965,Skoda,2018,Superb,2018 Skoda Superb 162TSI,USED,Automatic,-,Other,-,-,94341,White / Grey,"Blacktown, NSW",-,Hatchback,,,26999
11966,Skoda,2022,Kodiaq,2022 Skoda Kodiaq Style (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,8.2 L / 100 km,9059,Blue / -,"West End, QLD",4 cyl,SUV, 4 Doors, 7 Seats,54990
11967,Skoda,2023,Kodiaq,2023 Skoda Kodiaq Style (4X4) 132TSI,DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,8.2 L / 100 km,1566,Grey / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 7 Seats,65910
11968,Skoda,2020,Kodiaq,2020 Skoda Kodiaq 132 TSI Sportline (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,49562,Black / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 7 Seats,53990
11969,Skoda,2023,Octavia,2023 Skoda Octavia RS 180TSI,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,6.8 L / 100 km,1500,White / Rs,"Artarmon, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,55490
11970,Skoda,2019,Kodiaq,2019 Skoda Kodiaq 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,50044,White / Black,"Launceston, TAS",4 cyl,SUV, 4 Doors, 7 Seats,41990
11971,Skoda,2022,Kamiq,2022 Skoda Kamiq Style 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,1500,White / Black,"Artarmon, NSW",3 cyl,SUV, 4 Doors, 5 Seats,38540
11972,Skoda,2022,Octavia,2022 Skoda Octavia RS 180TSI,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,6.8 L / 100 km,2023,Red / Rs,"Artarmon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,54868
11973,Skoda,2018,Karoq,2018 Skoda Karoq 1.5 TSI,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.7 L / 100 km,86989,Silver / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19990
11974,Skoda,2023,Karoq,2023 Skoda Karoq Sportline (4X4) 140TSI,DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,6.9 L / 100 km,1500,White / Sportline,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,54990
11975,Skoda,2018,Kodiaq,2018 Skoda Kodiaq 140 TDI (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.9 L / 100 km,78303,Silver / Black Leather,"Burwood, VIC",4 cyl,SUV, 4 Doors, 7 Seats,34890
11976,Skoda,2018,Superb,2018 Skoda Superb 162 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.4 L / 100 km,150994,White / Grey,"Hamilton North, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,22990
11977,Skoda,2012,Octavia,2012 Skoda Octavia 103 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.5 L / 100 km,141124,Grey / Grey,"Port Melbourne, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,12950
11978,Skoda,2019,Octavia,2019 Skoda Octavia RS 245 180 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.5 L / 100 km,44149,Grey / -,"Bundoora, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,45900
11979,Skoda,2023,Octavia,2023 Skoda Octavia RS 180TSI,NEW,Automatic,"4 cyl, 2 L",Front,Premium,6.8 L / 100 km,14,White / Rs,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,62160
11980,Skoda,2021,Kodiaq,2021 Skoda Kodiaq 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,44591,White / Leather,"Preston, VIC",4 cyl,SUV, 4 Doors, 7 Seats,43990
11981,Smart,2007,Fortwo,2007 Smart Fortwo Coupe,USED,Automatic,"3 cyl, 0.7 L",Front,Premium,5.9 L / 100 km,88178,Black / Black,"Victoria Park, WA",3 cyl,Coupe, 2 Doors, 2 Seats,5985
11982,Ssangyong,2020,Rexton,2020 Ssangyong Rexton EX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4 L / 100 km,80242,Grey / -,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 7 Seats,27970
11983,Ssangyong,2023,Rexton,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,22,Blue / Black,"Frankston, VIC",4 cyl,SUV, 4 Doors, 7 Seats,56585
11984,Ssangyong,2021,Musso,2021 Ssangyong Musso Ultimate,USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,28786,White / -,"Hallam, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36656
11985,Ssangyong,2023,Musso,2023 Ssangyong Musso Ultimate LUX,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,10,Black / Black,"Elsternwick, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47500
11986,Ssangyong,2022,Musso,2022 Ssangyong Musso Ultimate XLV Luxury,NEW,Automatic,-,Other,Diesel,-,9,Black / -,"Port Macquarie, NSW",-,Ute / Tray,,,POA
11987,Ssangyong,2023,Rexton,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,8,White / Black,"Wickham, NSW",4 cyl,SUV, 4 Doors, 7 Seats,56585
11988,Ssangyong,2010,Actyon,2010 Ssangyong Actyon Sports (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,8 L / 100 km,96477,Blue / -,"Capalaba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,15995
11989,Ssangyong,2023,Musso,2023 Ssangyong Musso Ultimate Luxury,NEW,Automatic,-,Other,Diesel,-,6,Black / Black,"Bundoora, VIC",-,Ute / Tray,,,46585
11990,Ssangyong,2023,Rexton,2023 Ssangyong Rexton ELX (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,10,Black / Black/Grey,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,49500
11991,Ssangyong,2023,Korando,2023 Ssangyong Korando ELX,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.7 L / 100 km,10,Grey / Black,"Elsternwick, VIC",4 cyl,SUV, 5 Doors, 5 Seats,33500
11992,Ssangyong,2023,Rexton,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,10,Blue / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,56585
11993,Ssangyong,2011,Actyon,2011 Ssangyong Actyon Sports Tradie (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7 L / 100 km,209000,- / -,"Avondale Heights, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,8999
11994,Ssangyong,2023,Musso,2023 Ssangyong Musso Ultimate,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,22,White / Black,"Frankston, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43685
11995,Ssangyong,2012,Actyon,2012 Ssangyong Actyon Sports SX (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.9 L / 100 km,127583,Silver / -,"South Toowoomba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,15990
