,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
9798,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,94281,White / Dark Grey Cloth,"Morley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,32998
9799,Mitsubishi,2020,Pajero,2020 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,49950,Black / Leather,"Burwood, VIC",4 cyl,SUV, 4 Doors, 7 Seats,49890
9800,Mitsubishi,2011,Triton,2011 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,270610,Grey / Grey,"Edgeworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
9801,Mitsubishi,2014,ASX,2014 Mitsubishi ASX XLS (4WD),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,5.8 L / 100 km,111629,Black / Black,"Cessnock, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19990
9802,Mitsubishi,2019,ASX,2019 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,77823,Silver / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25950
9803,Mitsubishi,2019,ASX,2019 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,68137,White / Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,25990
9804,Mitsubishi,2009,Triton,2009 Mitsubishi Triton GLX,USED,Manual,"6 cyl, 3.5 L",Rear,Unleaded,12.2 L / 100 km,256793,White / Grey,"Fyshwick, ACT",6 cyl,Ute / Tray, 4 Doors, 5 Seats,9990
9805,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,79133,Grey / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,44995
9806,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,84380,White / Black,"Myaree, WA",4 cyl,SUV, 4 Doors, 5 Seats,22850
9807,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,55239,Silver / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,28999
9808,Mitsubishi,2023,Outlander,2023 Mitsubishi Outlander ES 7 Seat (2WD),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,1800,Silver / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,41990
9809,Mitsubishi,2018,Triton,2018 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,87360,Grey / -,"South Nowra, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39999
9810,Mitsubishi,2017,Triton,2017 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,100102,Black / Black,"Goulburn, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,35950
9811,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,41041,White / -,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,39490
9812,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,201331,White / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,14913
9813,Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander LS (7 Seat),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.3 L / 100 km,123817,Silver / -,"Bayswater, WA",4 cyl,SUV, 4 Doors, 7 Seats,13990
9814,Mitsubishi,2021,Pajero,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,63014,Silver / -,"Canning Vale, WA",4 cyl,SUV, 4 Doors, 7 Seats,53880
9815,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,55282,Silver / -,"Wayville, SA",4 cyl,SUV, 4 Doors, 7 Seats,31990
9816,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,44703,Grey / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29950
9817,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,62037,Grey / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,28999
9818,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer VR,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,134558,Silver / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,11995
9819,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer RX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.3 L / 100 km,179475,Blue / -,"Beresfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7800
9820,Mitsubishi,2019,ASX,2019 Mitsubishi ASX Black Edition (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,33064,White / -,"Welshpool, WA",4 cyl,SUV, 4 Doors, 5 Seats,31999
9821,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,251621,- / -,"Pinelands, NT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28800
9822,Mitsubishi,2016,ASX,2016 Mitsubishi ASX XLS (4WD),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,6 L / 100 km,130695,White / Black,"Essendon Fields, VIC",4 cyl,SUV, 4 Doors, 5 Seats,19990
9823,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,157509,White / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31369
9824,Mitsubishi,2005,Triton,2005 Mitsubishi Triton GLX (4X4),USED,Manual,"6 cyl, 3 L",4WD,Unleaded,14 L / 100 km,296000,White / -,"Slacks Creek, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,8900
9825,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,51141,White / Black Fabric,"Bassendean, WA",4 cyl,SUV, 4 Doors, 7 Seats,28990
9826,Mitsubishi,2014,Outlander,2014 Mitsubishi Outlander ES (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,66201,White / -,"Orange, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18990
9827,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,201247,White / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19413
9828,Mitsubishi,2010,Delica,2010 Mitsubishi Delica D:5,USED,Automatic,-,Other,Unleaded,-,123473,Black / Black,"Truganina, VIC",-,Commercial,,,21995
9829,Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,69503,Grey / Black,"Bibra Lake, WA",4 cyl,SUV, 4 Doors, 7 Seats,46888
9830,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,43672,Grey / Black Fabric,"Bassendean, WA",4 cyl,SUV, 4 Doors, 7 Seats,29990
9831,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,61713,Silver / Black,"Phillip, ACT",4 cyl,SUV, 4 Doors, 7 Seats,28670
9832,Mitsubishi,2018,ASX,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,73760,White / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25950
9833,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,45500,White / Black,"Gungahlin, ACT",4 cyl,SUV, 4 Doors, 5 Seats,26488
9834,Mitsubishi,2020,ASX,2020 Mitsubishi ASX MR,USED,Automatic,-,Other,-,-,57258,Black / -,"Rutherford, NSW",-,,,,29990
9835,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander Aspire (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,102772,Grey / Black,"Pinkenba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,21990
9836,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer ES,USED,Automatic,-,Other,-,-,134911,Blue / -,"Kenwick, WA",-,,,,9850
9837,Mitsubishi,2020,ASX,2020 Mitsubishi ASX GSR (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,60529,Orange / Black Cloth,"Maitland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,34990
9838,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.3 L / 100 km,168346,Grey / Black,"Maryville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24980
9839,Mitsubishi,2016,ASX,2016 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,67496,Silver / Black,"Burswood, WA",4 cyl,SUV, 4 Doors, 5 Seats,19900
9840,Mitsubishi,2007,Pajero,2007 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,10.5 L / 100 km,382303,Gold / -,"Alphington, VIC",4 cyl,SUV, 4 Doors, 7 Seats,13488
9841,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,108419,Silver / Black,"Helensvale, QLD",4 cyl,SUV, 4 Doors, 7 Seats,43888
9842,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,86111,Silver / Black Cloth,"South Geelong, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
9843,Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander LS,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.3 L / 100 km,148835,Silver / Black,"Bendigo, VIC",4 cyl,SUV, 4 Doors, 5 Seats,15990
9844,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.3 L / 100 km,145350,Grey / Black,"Vermont, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,26470
9845,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander LS (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,180595,Brown / -,"Fawkner, VIC",4 cyl,SUV, 4 Doors, 7 Seats,20879
9846,Mitsubishi,2004,Triton,2004 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11.5 L / 100 km,142600,White / Grey,"Strathpine, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10990
9847,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,98947,Red / Black,"Nunawading, VIC",4 cyl,SUV, 4 Doors, 7 Seats,29750
9848,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,35321,White / Black,"Helensvale, QLD",4 cyl,SUV, 4 Doors, 7 Seats,38990
9849,Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,115467,White / Leather,"Epping, VIC",4 cyl,SUV, 4 Doors, 7 Seats,39705
9850,Mitsubishi,2008,Triton,2008 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,312286,White / Grey,"Laverton North, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,9999
9851,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,59229,Blue / -,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47894
9852,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,58210,White / Grey,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,25980
9853,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,50827,White / Grey,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,26890
9854,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,6.2 L / 100 km,50603,Grey / Black,"Nunawading, VIC",4 cyl,SUV, 4 Doors, 7 Seats,35990
9855,Mitsubishi,2010,Triton,2010 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,216799,Grey / Black,"Emerald, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18411
9856,Mitsubishi,2015,Pajero,2015 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,63551,Brown / -,"Narre Warren, VIC",4 cyl,SUV, 4 Doors, 7 Seats,43990
9857,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,82463,Silver / Gfrey,"Ningi, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39950
9858,Mitsubishi,2012,Outlander,2012 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,248791,White / -,"Braybrook, VIC",4 cyl,SUV, 4 Doors, 5 Seats,13799
9859,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,37858,Black / 2019/09,"Albion, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28990
9860,Mitsubishi,2013,Mirage,2013 Mitsubishi Mirage ES,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,4.6 L / 100 km,65400,Pink / -,"Warragul, VIC",3 cyl,Hatchback, 5 Doors, 5 Seats,12990
9861,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,96491,Blue / -,"Caboolture, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33990
9862,Mitsubishi,2016,ASX,2016 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,216410,White / -,"Nerang, QLD",4 cyl,SUV, 4 Doors, 5 Seats,13980
9863,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross Exceed (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.7 L / 100 km,72141,Black / Black,"Brown Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34990
9864,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,53499,Black / Black,"Gungahlin, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,37980
9865,Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,162486,- / -,"Wayville, SA",4 cyl,SUV, 4 Doors, 7 Seats,32990
9866,Mitsubishi,2020,Express,2020 Mitsubishi Express GLX SWB,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,7.3 L / 100 km,19897,White / -,"Jandakot, WA",4 cyl,Commercial, 4 Doors, 3 Seats,42995
9867,Mitsubishi,2003,Pajero,2003 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,0 L / 100 km,318206,White / -,"Westcourt, QLD",4 cyl,SUV, 4 Doors, 7 Seats,11999
9868,Mitsubishi,2016,ASX,2016 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,90500,Grey / Black,"Myaree, WA",4 cyl,SUV, 4 Doors, 5 Seats,20990
9869,Mitsubishi,2021,Pajero,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,28738,White / -,"Toowoomba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,56990
9870,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,57362,Grey / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,28999
9871,Mitsubishi,2020,ASX,2020 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,51851,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,25780
9872,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,116072,- / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 7 Seats,41830
9873,Mitsubishi,2017,ASX,2017 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,72301,Blue / Black,"Mayfield West, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990
9874,Mitsubishi,2023,Outlander,2023 Mitsubishi Outlander LS Black Edition 7 Seat (2WD),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,5,Grey / Black Microsuede & Leatherette,"Muswellbrook, NSW",4 cyl,SUV, 4 Doors, 7 Seats,46990
9875,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,130277,White / 88H,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27990
9876,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,108105,White / Black Cloth,"Toowoomba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33749
9877,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,59319,Silver / Cloth,"Oakleigh, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,48888
9878,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,159987,White / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23913
9879,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.3 L / 100 km,171011,White / -,"Boolaroo, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19800
9880,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,16813,White / Cloth,"Nundah, QLD",4 cyl,SUV, 4 Doors, 7 Seats,41990
9881,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,230717,Blue / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23513
9882,Mitsubishi,2010,Lancer,2010 Mitsubishi Lancer Activ Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.3 L / 100 km,196642,Black / Black,"Pakenham, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11888
9883,Mitsubishi,2011,Triton,2011 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,129679,Brown / -,"Melville, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23490
9884,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,137201,White / Grey,"Hamilton North, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24990
9885,Mitsubishi,2013,Triton,2013 Mitsubishi Triton GL-R (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,303937,Silver / Grey,"Edgeworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,13990
9886,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,67245,Red / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,29977
9887,Mitsubishi,2018,ASX,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,100692,Grey / -,"Cannington, WA",4 cyl,SUV, 4 Doors, 5 Seats,21999
9888,Mitsubishi,2018,Eclipse,2018 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,83838,Grey / Grey,"Cessnock, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
9889,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,171655,Black / Grey,"Edgeworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20990
9890,Mitsubishi,2020,ASX,2020 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,64002,Grey / Black,"North Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
9891,Mitsubishi,2021,Triton,2021 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,16012,Silver / Black,"Arncliffe, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
9892,Mitsubishi,2021,Triton,2021 Mitsubishi Triton Glx+ (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,17778,Blue / -,"Bibra Lake, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,54668
9893,Mitsubishi,2023,Outlander,2023 Mitsubishi Outlander ES 5 Seat (2WD),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.5 L / 100 km,38,Blue / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,52990
9894,Mitsubishi,2020,ASX,2020 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,50572,Black / Cloth,"West Gosford, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29888
9895,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,54096,White / Black,"Albion Park, NSW",4 cyl,SUV, 4 Doors, 7 Seats,28990
9896,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,80103,Black / -,"Jandakot, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,41999
9897,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,71980,White / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,29977
9898,Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,86117,White / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
9899,Mitsubishi,2019,ASX,2019 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,70653,White / Black,"Bibra Lake, WA",4 cyl,SUV, 4 Doors, 5 Seats,26888
9900,Mitsubishi,2020,Express,2020 Mitsubishi Express GLX SWB,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,7.3 L / 100 km,15682,White / Black Cloth,"Morley, WA",4 cyl,Commercial, 4 Doors, 3 Seats,46998
9901,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,150247,White / -,"Mayfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28995
9902,Mitsubishi,2006,Pajero,2006 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,"6 cyl, 3.8 L",4WD,Unleaded,13.5 L / 100 km,162001,Gold / -,"Morayfield, QLD",6 cyl,SUV, 4 Doors, 7 Seats,18970
9903,Mitsubishi,2013,Triton,2013 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,163000,White / -,"Camira, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,12990
